,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sports.type,sports.value
11360,uri,http://www.wikidata.org/entity/Q377281,en,literal,Adrien Théaux,literal,"cross-country skier, alpine skier"
11361,uri,http://www.wikidata.org/entity/Q377334,en,literal,Ali Akbar Heidari,literal,amateur wrestler
11362,uri,http://www.wikidata.org/entity/Q378719,en,literal,Jean Galfione,literal,"pole vaulter, athletics competitor"
11363,uri,http://www.wikidata.org/entity/Q381058,en,literal,Marcus Hellner,literal,cross-country skier
11364,uri,http://www.wikidata.org/entity/Q381533,en,literal,Ali Saïdi-Sief,literal,"middle-distance runner, athletics competitor"
11365,uri,http://www.wikidata.org/entity/Q382195,en,literal,Károly Bajkó,literal,amateur wrestler
11366,uri,http://www.wikidata.org/entity/Q382685,en,literal,Karl Hipfinger,literal,weightlifter
11367,uri,http://www.wikidata.org/entity/Q382880,en,literal,Nicolas Bean,literal,short track speed skater
11368,uri,http://www.wikidata.org/entity/Q389627,en,literal,Kalevi Hämäläinen,literal,"cross-country skier, athlete"
11369,uri,http://www.wikidata.org/entity/Q390206,en,literal,Darius Draudvila,literal,athletics competitor
11370,uri,http://www.wikidata.org/entity/Q391324,en,literal,William Holmes,literal,sport cyclist
11371,uri,http://www.wikidata.org/entity/Q392255,en,literal,Špela Rogelj,literal,ski jumper
11372,uri,http://www.wikidata.org/entity/Q393387,en,literal,Žanna Juškāne,literal,biathlete
11373,uri,http://www.wikidata.org/entity/Q395669,en,literal,Agostino Lanfranchi,literal,"skeleton racer, bobsledder, fashion designer"
11374,uri,http://www.wikidata.org/entity/Q401135,en,literal,Ahmad Mohammad Hasher Al Maktoum,literal,sport shooter
11375,uri,http://www.wikidata.org/entity/Q402097,en,literal,Liu Shiying,literal,"javelin thrower, athletics competitor"
11376,uri,http://www.wikidata.org/entity/Q405031,en,literal,Aileen Morrison,literal,triathlete
11377,uri,http://www.wikidata.org/entity/Q406258,en,literal,Ainārs Ķiksis,literal,track cyclist
11378,uri,http://www.wikidata.org/entity/Q415740,en,literal,Akane Yamaguchi,literal,badminton player
11379,uri,http://www.wikidata.org/entity/Q423690,en,literal,Alie Boorsma,literal,speed skater
11380,uri,http://www.wikidata.org/entity/Q425886,en,literal,Peter Asch,literal,water polo player
11381,uri,http://www.wikidata.org/entity/Q426888,en,literal,Gábor Delneky,literal,fencer
11382,uri,http://www.wikidata.org/entity/Q427316,en,literal,William Henry,literal,"water polo player, swimmer"
11383,uri,http://www.wikidata.org/entity/Q429013,en,literal,Emilio Sánchez,literal,"tennis coach, tennis player, coach"
11384,uri,http://www.wikidata.org/entity/Q430591,en,literal,Igor Paklin,literal,"athletics competitor, athletics competitor"
11385,uri,http://www.wikidata.org/entity/Q432388,en,literal,Pascale Trinquet,literal,fencer
11386,uri,http://www.wikidata.org/entity/Q432703,en,literal,Virginia Kravarioti,literal,sailor
11387,uri,http://www.wikidata.org/entity/Q432849,en,literal,Mac Wilkins,literal,athletics competitor
11388,uri,http://www.wikidata.org/entity/Q432932,en,literal,Alexandra Popp,literal,"zookeeper, association football player"
11389,uri,http://www.wikidata.org/entity/Q433052,en,literal,Jolanda Keizer,literal,athletics competitor
11390,uri,http://www.wikidata.org/entity/Q433058,en,literal,Jelena Glebova,literal,figure skater
11391,uri,http://www.wikidata.org/entity/Q433680,en,literal,Louis Vernet,literal,archer
11392,uri,http://www.wikidata.org/entity/Q433844,en,literal,Pablo Lara,literal,weightlifter
11393,uri,http://www.wikidata.org/entity/Q433901,en,literal,Diane Dezura,literal,curler
11394,uri,http://www.wikidata.org/entity/Q434190,en,literal,Mellisa Hollingsworth,literal,skeleton racer
11395,uri,http://www.wikidata.org/entity/Q434236,en,literal,Marianne Aspelin,literal,curler
11396,uri,http://www.wikidata.org/entity/Q434539,en,literal,Maria Kwaśniewska,literal,"athletics competitor, basketball player"
11397,uri,http://www.wikidata.org/entity/Q434623,en,literal,Ayelech Worku,literal,"athletics competitor, long-distance runner"
11398,uri,http://www.wikidata.org/entity/Q435066,en,literal,Ina-Yoko Teutenberg,literal,sport cyclist
11399,uri,http://www.wikidata.org/entity/Q435446,en,literal,Eglė Balčiūnaitė,literal,athletics competitor
11400,uri,http://www.wikidata.org/entity/Q435611,en,literal,Teresa Nzola Meso Ba,literal,triple jumper
11401,uri,http://www.wikidata.org/entity/Q435707,en,literal,Miroslava Knapková,literal,rower
11402,uri,http://www.wikidata.org/entity/Q435761,en,literal,Aleksandr Medved,literal,"amateur wrestler, coach"
11403,uri,http://www.wikidata.org/entity/Q435848,en,literal,Krystyna Guzik,literal,"biathlete, soldier"
11404,uri,http://www.wikidata.org/entity/Q436003,en,literal,Evgeny Kovalev,literal,sport cyclist
11405,uri,http://www.wikidata.org/entity/Q436071,en,literal,Kim Mickle,literal,"javelin thrower, Australian rules football player, athletics competitor"
11406,uri,http://www.wikidata.org/entity/Q436113,en,literal,Olaf Tufte,literal,"rower, farmer"
11407,uri,http://www.wikidata.org/entity/Q436198,en,literal,John Naber,literal,swimmer
11408,uri,http://www.wikidata.org/entity/Q437273,en,literal,Céline Deville,literal,association football player
11409,uri,http://www.wikidata.org/entity/Q437300,en,literal,Shirley Strong,literal,athletics competitor
11410,uri,http://www.wikidata.org/entity/Q438493,en,literal,Christiane Wartenberg,literal,athletics competitor
11411,uri,http://www.wikidata.org/entity/Q438551,en,literal,Evgenia Ukolova,literal,beach volleyball player
11412,uri,http://www.wikidata.org/entity/Q438670,en,literal,Kevin Borlée,literal,"athletics competitor, sprinter"
11413,uri,http://www.wikidata.org/entity/Q438743,en,literal,Qiao Yunping,literal,table tennis player
11414,uri,http://www.wikidata.org/entity/Q438937,en,literal,Anna Omarova,literal,athletics competitor
11415,uri,http://www.wikidata.org/entity/Q439129,en,literal,Michelle Carter,literal,athletics competitor
11416,uri,http://www.wikidata.org/entity/Q439254,en,literal,Judy Oakes,literal,"powerlifter, shot putter, javelin thrower, discus thrower, weightlifter, athletics competitor"
11417,uri,http://www.wikidata.org/entity/Q439308,en,literal,Moa Hjelmer,literal,sprinter
11418,uri,http://www.wikidata.org/entity/Q440039,en,literal,Lidiya Alfeyeva,literal,long jumper
11419,uri,http://www.wikidata.org/entity/Q440395,en,literal,Steve Yzerman,literal,ice hockey player
11420,uri,http://www.wikidata.org/entity/Q440652,en,literal,Milada Karbanová,literal,high jumper
11421,uri,http://www.wikidata.org/entity/Q440658,en,literal,Carlota Castrejana,literal,"athletics competitor, basketball player, jurist, politician"
11422,uri,http://www.wikidata.org/entity/Q440700,en,literal,Marina Aitova,literal,"high jumper, athletics competitor"
11423,uri,http://www.wikidata.org/entity/Q441119,en,literal,Perri Shakes-Drayton,literal,athletics competitor
11424,uri,http://www.wikidata.org/entity/Q441508,en,literal,Olga Bogoslovskaya,literal,"athletics competitor, sports commentator"
11425,uri,http://www.wikidata.org/entity/Q442054,en,literal,Cori Morris,literal,curler
11426,uri,http://www.wikidata.org/entity/Q442743,en,literal,Valentina Tsybulskaya,literal,athletics competitor
11427,uri,http://www.wikidata.org/entity/Q443337,en,literal,Anne-Sophie Barthet,literal,alpine skier
11428,uri,http://www.wikidata.org/entity/Q443562,en,literal,Josef Hauser,literal,water polo player
11429,uri,http://www.wikidata.org/entity/Q443569,en,literal,Hilda Cameron,literal,sprinter
11430,uri,http://www.wikidata.org/entity/Q444360,en,literal,Miklós Németh,literal,"javelin thrower, athletics competitor"
11431,uri,http://www.wikidata.org/entity/Q444801,en,literal,Otryadyn Gündegmaa,literal,sport shooter
11432,uri,http://www.wikidata.org/entity/Q444930,en,literal,Kirsten van der Kolk,literal,rower
11433,uri,http://www.wikidata.org/entity/Q445270,en,literal,Flo Hyman,literal,"beach volleyball player, volleyball player"
11434,uri,http://www.wikidata.org/entity/Q445278,en,literal,Chantelle Newbery,literal,competitive diver
11435,uri,http://www.wikidata.org/entity/Q445285,en,literal,Barbara Kendall,literal,"windsurfer, sailor"
11436,uri,http://www.wikidata.org/entity/Q445334,en,literal,Alexandra Zabelina,literal,fencer
11437,uri,http://www.wikidata.org/entity/Q445534,en,literal,Anne Henning,literal,speed skater
11438,uri,http://www.wikidata.org/entity/Q445612,en,literal,Susan Auch,literal,"short track speed skater, speed skater"
11439,uri,http://www.wikidata.org/entity/Q445900,en,literal,Milena Duchková,literal,"competitive diver, physician"
11440,uri,http://www.wikidata.org/entity/Q446170,en,literal,Roxana Maracineanu,literal,"swimmer, politician"
11441,uri,http://www.wikidata.org/entity/Q446308,en,literal,Kyra Kyrklund,literal,"dressage rider, veterinarian"
11442,uri,http://www.wikidata.org/entity/Q446395,en,literal,Tineke Lagerberg,literal,swimmer
11443,uri,http://www.wikidata.org/entity/Q446618,en,literal,Irene Dalby,literal,swimmer
11444,uri,http://www.wikidata.org/entity/Q446666,en,literal,Liliana Gafencu,literal,rower
11445,uri,http://www.wikidata.org/entity/Q447006,en,literal,Charles Jewtraw,literal,"figure skater, speed skater"
11446,uri,http://www.wikidata.org/entity/Q447150,en,literal,Terry Schroeder,literal,"water polo coach, water polo player"
11447,uri,http://www.wikidata.org/entity/Q447810,en,literal,Aldo Nadi,literal,fencer
11448,uri,http://www.wikidata.org/entity/Q448026,en,literal,Khristo Markov,literal,"athletics competitor, politician"
11449,uri,http://www.wikidata.org/entity/Q448040,en,literal,Jwala Gutta,literal,"badminton player, actor"
11450,uri,http://www.wikidata.org/entity/Q448067,en,literal,Józef Szmidt,literal,athletics competitor
11451,uri,http://www.wikidata.org/entity/Q448345,en,literal,Maurizio Damilano,literal,"racewalker, athletics competitor"
11452,uri,http://www.wikidata.org/entity/Q448350,en,literal,Jacek Wszoła,literal,athletics competitor
11453,uri,http://www.wikidata.org/entity/Q449073,en,literal,Ben Ainslie,literal,sailor
11454,uri,http://www.wikidata.org/entity/Q449719,en,literal,Judy Martz,literal,"beauty pageant contestant, speed skater, politician"
11455,uri,http://www.wikidata.org/entity/Q450006,en,literal,Tonja Buford-Bailey,literal,athletics competitor
11456,uri,http://www.wikidata.org/entity/Q450527,en,literal,LaVonna Martin,literal,athletics competitor
11457,uri,http://www.wikidata.org/entity/Q451086,en,literal,Robert Kerr,literal,"athletics competitor, sprinter"
11458,uri,http://www.wikidata.org/entity/Q451919,en,literal,William Tanui,literal,"middle-distance runner, athletics competitor"
11459,uri,http://www.wikidata.org/entity/Q452099,en,literal,Chris Plys,literal,curler
11460,uri,http://www.wikidata.org/entity/Q452520,en,literal,Shigeru Aburaya,literal,athletics competitor
11461,uri,http://www.wikidata.org/entity/Q452577,en,literal,Anna Tunnicliffe,literal,skipper
11462,uri,http://www.wikidata.org/entity/Q452621,en,literal,Debbie Flood,literal,rower
11463,uri,http://www.wikidata.org/entity/Q452629,en,literal,Frances Houghton,literal,rower
11464,uri,http://www.wikidata.org/entity/Q452641,en,literal,Dede Barry,literal,"speed skater, sport cyclist"
11465,uri,http://www.wikidata.org/entity/Q452914,en,literal,Anna Watkins,literal,"rower, athlete"
11466,uri,http://www.wikidata.org/entity/Q453018,en,literal,Haley Cope,literal,swimmer
11467,uri,http://www.wikidata.org/entity/Q453274,en,literal,Sylvie Fréchette,literal,"synchronized swimmer, swimmer, politician"
11468,uri,http://www.wikidata.org/entity/Q453627,en,literal,Borislav Gidikov,literal,weightlifter
11469,uri,http://www.wikidata.org/entity/Q453660,en,literal,Liu Jinli,literal,curler
11470,uri,http://www.wikidata.org/entity/Q453693,en,literal,Alexandra Lacrabère,literal,handball player
11471,uri,http://www.wikidata.org/entity/Q453998,en,literal,Amanda Lightfoot,literal,"biathlete, cross-country skier, soldier"
11472,uri,http://www.wikidata.org/entity/Q454384,en,literal,Jacqueline Mazéas,literal,athletics competitor
11473,uri,http://www.wikidata.org/entity/Q454475,en,literal,Wenling Tan Monfardini,literal,table tennis player
11474,uri,http://www.wikidata.org/entity/Q454488,en,literal,Lien Gisolf,literal,athletics competitor
11475,uri,http://www.wikidata.org/entity/Q454633,en,literal,Kathy McMillan,literal,athletics competitor
11476,uri,http://www.wikidata.org/entity/Q454750,en,literal,Wolfgang Nordwig,literal,pole vaulter
11477,uri,http://www.wikidata.org/entity/Q455500,en,literal,Alem Toskić,literal,handball player
11478,uri,http://www.wikidata.org/entity/Q455788,en,literal,Olga Rukavishnikova,literal,"pentathlete, athletics competitor"
11479,uri,http://www.wikidata.org/entity/Q455967,en,literal,Anastasia Pozdniakova,literal,competitive diver
11480,uri,http://www.wikidata.org/entity/Q456031,en,literal,Richard Ducroz,literal,curler
11481,uri,http://www.wikidata.org/entity/Q456364,en,literal,Eva Lee,literal,badminton player
11482,uri,http://www.wikidata.org/entity/Q456532,en,literal,Shawn Rojeski,literal,curler
11483,uri,http://www.wikidata.org/entity/Q456741,en,literal,Rick Nash,literal,ice hockey player
11484,uri,http://www.wikidata.org/entity/Q456744,en,literal,Magnus Swartling,literal,curler
11485,uri,http://www.wikidata.org/entity/Q456755,en,literal,France Gareau,literal,"athletics competitor, sprinter"
11486,uri,http://www.wikidata.org/entity/Q456778,en,literal,Melinda Gainsford-Taylor,literal,athletics competitor
11487,uri,http://www.wikidata.org/entity/Q457122,en,literal,Kristie Moore,literal,curler
11488,uri,http://www.wikidata.org/entity/Q457227,en,literal,Morgan Arritola,literal,"cross-country skier, runner"
11489,uri,http://www.wikidata.org/entity/Q457323,en,literal,Moe Meguro,literal,curler
11490,uri,http://www.wikidata.org/entity/Q458110,en,literal,Cai Xuetong,literal,snowboarder
11491,uri,http://www.wikidata.org/entity/Q458200,en,literal,Jang Hye-ock,literal,badminton player
11492,uri,http://www.wikidata.org/entity/Q458273,en,literal,Tyler Clary,literal,swimmer
11493,uri,http://www.wikidata.org/entity/Q458472,en,literal,Liu Jiayu,literal,snowboarder
11494,uri,http://www.wikidata.org/entity/Q459323,en,literal,Corine Franco,literal,association football player
11495,uri,http://www.wikidata.org/entity/Q459357,en,literal,Robert Denmark,literal,long-distance runner
11496,uri,http://www.wikidata.org/entity/Q459521,en,literal,Carla Beurskens,literal,athletics competitor
11497,uri,http://www.wikidata.org/entity/Q459546,en,literal,Irina Lashko,literal,competitive diver
11498,uri,http://www.wikidata.org/entity/Q459668,en,literal,Rodolfo Gómez,literal,athletics competitor
11499,uri,http://www.wikidata.org/entity/Q459743,en,literal,Tatyana Talysheva,literal,athletics competitor
11500,uri,http://www.wikidata.org/entity/Q459909,en,literal,Anna Iljuštšenko,literal,high jumper
11501,uri,http://www.wikidata.org/entity/Q460272,en,literal,Klaus Thiele,literal,athletics competitor
11502,uri,http://www.wikidata.org/entity/Q460327,en,literal,Päivi Aaltonen,literal,"archer, politician"
11503,uri,http://www.wikidata.org/entity/Q460656,en,literal,Laurien van der Graaff,literal,cross-country skier
11504,uri,http://www.wikidata.org/entity/Q461114,en,literal,Frida Svensson,literal,rower
11505,uri,http://www.wikidata.org/entity/Q461241,en,literal,Nóra Barta,literal,competitive diver
11506,uri,http://www.wikidata.org/entity/Q461294,en,literal,Julia Richter,literal,rower
11507,uri,http://www.wikidata.org/entity/Q461798,en,literal,Hanka Pachale,literal,volleyball player
11508,uri,http://www.wikidata.org/entity/Q462076,en,literal,Elena Bechke,literal,figure skater
11509,uri,http://www.wikidata.org/entity/Q462090,en,literal,Emma Terho,literal,ice hockey player
11510,uri,http://www.wikidata.org/entity/Q462198,en,literal,Radion Gataullin,literal,"pole vaulter, athletics competitor"
11511,uri,http://www.wikidata.org/entity/Q462602,en,literal,Grażyna Rabsztyn,literal,athletics competitor
11512,uri,http://www.wikidata.org/entity/Q462986,en,literal,Heather Armitage,literal,athletics competitor
11513,uri,http://www.wikidata.org/entity/Q463355,en,literal,Helga Seidler,literal,sprinter
11514,uri,http://www.wikidata.org/entity/Q463783,en,literal,Jens Byggmark,literal,alpine skier
